Ensembl.ID,Gene.name
ENSG00000233569.2_6,AL161630.1
ENSG00000233570.2_5,LINC00690
ENSG00000233571.1_7,AL592043.1
ENSG00000233574.1_6,AL020994.3
ENSG00000233575.2_5,AL358934.1
ENSG00000233576.1_6,HTR3C2P
ENSG00000233577.6_7,AL022332.1
ENSG00000233578.1_4,EIF4EP1
ENSG00000233579.1_4,KRT8P15
ENSG00000233581.1_5,AC069155.1
ENSG00000233583.1_6,AL356273.1
ENSG00000233585.2_5,AC231533.2
ENSG00000233586.1,AC246785.2
ENSG00000233587.2_5,LINC01884
ENSG00000233588.1_5,CYP51A1P2
ENSG00000233589.1_6,AL138789.1
ENSG00000233590.1_8,LINC02640
ENSG00000233593.10_9,LINC02609
ENSG00000233594.2_2,BTF3P5
ENSG00000233595.2_4,MTND2P29
ENSG00000233597.3_5,AC133435.1
ENSG00000233601.1_4,NCOR1P3
ENSG00000233602.1_7,ERI3-IT1
ENSG00000233603.1_4,JTBP1
ENSG00000233605.3_5,LINC01851
ENSG00000233606.2_3,OR6C66P
ENSG00000233607.1_7,LINC01392
ENSG00000233608.4_4,TWIST2
ENSG00000233609.3_4,RPL10P19
ENSG00000233610.1_6,LINC00462
ENSG00000233611.3_6,AC019068.1
ENSG00000233613.5_6,DCUN1D2-AS
ENSG00000233614.6_2,DDX11L10
ENSG00000233615.1_4,HNRNPA1P42
ENSG00000233616.2_8,AL359636.3
ENSG00000233619.1_5,AC006328.1
ENSG00000233620.5_6,USH2A-AS2
ENSG00000233621.2_8,LINC01137
ENSG00000233622.3_6,CYP2T1P
ENSG00000233623.2_4,PGAM1P11
ENSG00000233625.1_7,AL035045.1
ENSG00000233626.2_6,AC092814.1
ENSG00000233627.2_7,C4A-AS1
ENSG00000233628.1,ENSG00000233628.1
ENSG00000233632.1_5,Z82198.3
ENSG00000233633.2_7,AC093326.1
ENSG00000233634.1_4,GOT2P5
ENSG00000233635.2_8,AC015923.1
ENSG00000233639.7_7,PANTR1
ENSG00000233640.2_4,KRTAP13-5P
ENSG00000233642.1_7,GPR158-AS1
ENSG00000233643.2_8,LINC02625
ENSG00000233644.1_6,ARHGEF7-IT1
ENSG00000233645.1_7,AL358876.2
ENSG00000233646.1_3,OR52T1P
ENSG00000233647.2_4,NENFP1
ENSG00000233648.1_5,AC010095.1
ENSG00000233651.2_7,AL590399.5
ENSG00000233652.1_4,CICP1
ENSG00000233653.3,CICP7
ENSG00000233654.2_6,AC108047.1
ENSG00000233655.1_2,IGHD4-4
ENSG00000233656.2_7,AL445430.1
ENSG00000233659.1_4,NDUFA5P4
ENSG00000233661.1_6,SPIN4-AS1
ENSG00000233662.1_4,CALM2P4
ENSG00000233663.1_5,AL161722.1
ENSG00000233664.1_4,NDUFS5P3
ENSG00000233665.8_7,AC060234.2
ENSG00000233668.1_5,AL353662.2
ENSG00000233670.7_5,PIRT
ENSG00000233671.1_5,CENPNP1
ENSG00000233672.9_8,RNASEH2B-AS1
ENSG00000233673.7_6,ANAPC1P1
ENSG00000233674.2_5,AL451062.2
ENSG00000233676.2_4,FDPSP6
ENSG00000233677.1_2,DDX39BP1
ENSG00000233680.4_4,HNRNPA1P27
ENSG00000233681.1_5,CEACAMP1
ENSG00000233682.3_7,AL356417.2
ENSG00000233683.1_5,AC004965.1
ENSG00000233684.2_6,LINC01865
ENSG00000233685.1_2,OR6L1P
ENSG00000233686.3_4,PIEZO1P1
ENSG00000233688.1_5,BX842559.2
ENSG00000233689.2_6,AC104688.1
ENSG00000233690.1_4,EBAG9P1
ENSG00000233691.2_5,AL354714.4
ENSG00000233693.1_7,PBX1-AS1
ENSG00000233694.6_6,LINC02579
ENSG00000233695.2_6,GAS6-AS1
ENSG00000233699.2_5,TTTY18
ENSG00000233701.3_3,PRR23C
ENSG00000233702.1_2,RPL37P13
ENSG00000233703.1_6,AC027673.1
ENSG00000233705.7_7,SLC26A4-AS1
ENSG00000233706.1_6,AL353689.2
ENSG00000233707.3_4,RPL22P11
ENSG00000233708.1_6,AL512353.2
ENSG00000233709.1_4,MTND4P28
ENSG00000233710.1_5,AL049564.1
ENSG00000233711.1_4,EIF4EBP2P1
ENSG00000233712.1_6,AL135929.1
ENSG00000233713.2_5,AL161447.1
ENSG00000233714.1_6,AC012506.3
ENSG00000233716.1_2,MTFR2P1
ENSG00000233717.1_5,RPS29P29
ENSG00000233718.8_6,MYCNOS
ENSG00000233719.4_4,GOT2P3
ENSG00000233720.1_5,AC245517.3
ENSG00000233721.1_6,AL356309.2
ENSG00000233723.9_7,LINC01122
ENSG00000233724.1_5,AL513321.1
ENSG00000233725.7_7,NRAD1
ENSG00000233727.1_6,AL162389.1
ENSG00000233728.1_7,AL929472.3
ENSG00000233729.1_7,NCKAP5-AS1
ENSG00000233730.1_5,LINC01765
ENSG00000233732.5_3,IGHV3OR16-10
ENSG00000233733.1_5,H2AZP6
ENSG00000233735.5_7,AL359918.2
ENSG00000233737.3_5,AP003072.1
ENSG00000233739.1_7,AL031587.2
ENSG00000233740.1_5,CICP2
ENSG00000233741.1_5,RPL27P7
ENSG00000233742.1,ENSG00000233742.1
ENSG00000233746.2_6,LINC00656
ENSG00000233747.1_4,RPL36AP13
ENSG00000233750.3_4,CICP27
ENSG00000233751.1_5,RRAS2P2
ENSG00000233752.1_2,RPL21P36
ENSG00000233754.2_7,AP001628.2
ENSG00000233755.1_7,AL050344.1
ENSG00000233756.5_7,DSCAM-IT1
ENSG00000233757.6_5,AC092835.1
ENSG00000233760.2_6,AC004947.1
ENSG00000233762.3_5,RPS15P4
ENSG00000233764.1_4,MTCO1P20
ENSG00000233765.1,CDRT15P12
ENSG00000233766.7_7,CAVIN2-AS1
ENSG00000233767.1_4,PSMA6P3
ENSG00000233771.2_4,CICP5
ENSG00000233774.1_5,MED14P1
ENSG00000233775.1_7,AL109945.1
ENSG00000233776.5_7,LINC01251
ENSG00000233778.3_5,AC104339.1
ENSG00000233780.3_5,HNRNPA1P30
ENSG00000233782.1_4,ZNF90P3
ENSG00000233783.8_7,AP001442.1
ENSG00000233785.1_7,AC131011.1
ENSG00000233786.1_4,CDC27P1
ENSG00000233787.3_5,AC010374.1
ENSG00000233788.4,ENSG00000233788.4
ENSG00000233791.5_6,LINC01136
ENSG00000233792.3_5,PUDPP2
ENSG00000233797.2_7,UFL1-AS1
ENSG00000233798.2,ENSG00000233798.2
ENSG00000233799.1_8,AC139887.1
ENSG00000233802.8_2,TRIM49D2
ENSG00000233803.9_5,TSPY4
ENSG00000233805.1_5,AL365496.1
ENSG00000233806.7_6,LINC01237
ENSG00000233807.1_5,AMZ2P3
ENSG00000233810.1_4,MOB1AP2
ENSG00000233814.1_6,H3P32
ENSG00000233816.3_3,IFNA13
ENSG00000233817.1_6,AL162727.1
ENSG00000233818.1_7,AP000695.2
ENSG00000233819.1_5,LCEP1
ENSG00000233820.2_5,AL589843.2
ENSG00000233821.1_5,ENOX1-AS1
ENSG00000233822.4_4,H2BC15
ENSG00000233823.1_7,AL356311.1
ENSG00000233824.2_4,AC003985.1
ENSG00000233825.1_6,AL391839.2
ENSG00000233827.2_4,CCNQP1
ENSG00000233828.2,LINC01949
ENSG00000233829.1_2,RPL26P15
ENSG00000233830.2_4,EIF4HP1
ENSG00000233832.1_5,AL590623.1
ENSG00000233833.1_4,ETF1P3
ENSG00000233834.6_3,AC005083.1
ENSG00000233835.1_6,AL132875.2
ENSG00000233836.7_5,AC139769.1
ENSG00000233837.1_2,EIF3LP2
ENSG00000233838.5_4,DPH3P1
ENSG00000233839.1_5,AL357055.1
ENSG00000233840.1_6,PCDH9-AS4
ENSG00000233842.2_3,AC062031.1
ENSG00000233843.1_4,CYCSP48
ENSG00000233844.1_6,KCNQ5-IT1
ENSG00000233845.1_6,AC093732.1
ENSG00000233846.2_5,SELENOTP1
ENSG00000233847.1_7,ERCC8-AS1
ENSG00000233848.1_7,AL513188.1
ENSG00000233849.1_6,AC022201.2
ENSG00000233850.1_7,AC103563.7
ENSG00000233851.1_6,LATS2-AS1
ENSG00000233852.1_5,AC005304.1
ENSG00000233854.2_7,POU6F2-AS2
ENSG00000233858.4_5,LINC02599
ENSG00000233859.2_2,ADH5P4
ENSG00000233860.2_7,SHROOM3-AS1
ENSG00000233861.1_5,MGAT2P1
ENSG00000233862.7_8,AC016907.2
ENSG00000233866.1,AC145543.1
ENSG00000233867.2_3,SLC9B1P3
ENSG00000233868.1_5,LLPHP3
ENSG00000233869.1_4,RPSAP27
ENSG00000233870.1_5,AC007881.1
ENSG00000233871.2_5,DLG5-AS1
ENSG00000233872.1_6,TOR1BP1
ENSG00000233873.1_4,RPL7P44
ENSG00000233874.2_5,AL118496.1
ENSG00000233875.1_7,AL592078.1
ENSG00000233876.2_2,GAPDHP68
ENSG00000233877.2_5,AL606517.1
ENSG00000233880.1_5,NFYCP1
ENSG00000233882.2_6,LINC01680
ENSG00000233884.2_7,AL772337.2
ENSG00000233885.7_8,YEATS2-AS1
ENSG00000233887.1_5,AL354685.1
ENSG00000233888.2_4,MTCO2P17
ENSG00000233889.1,ENSG00000233889.1
ENSG00000233891.8_8,AC007179.2
ENSG00000233892.1_5,PAIP1P1
ENSG00000233893.2_6,EZR-AS1
ENSG00000233894.1_7,AC105271.1
ENSG00000233896.2_7,PDYN-AS1
ENSG00000233900.1_4,RPL17P35
ENSG00000233901.6_6,LINC01503
ENSG00000233902.1_6,AL645933.1
ENSG00000233905.1_4,LONRF2P2
ENSG00000233906.1_7,AL445623.1
ENSG00000233907.1_5,LINC01761
ENSG00000233908.1_5,AL359711.1
ENSG00000233909.1_4,UBE2V1P4
ENSG00000233910.1_4,GTF2F2P2
ENSG00000233912.1_9,AC026202.2
ENSG00000233913.7_4,RPL10P9
ENSG00000233915.4_5,UBE2Q2P10
ENSG00000233916.1_2,ZDHHC20P1
ENSG00000233917.8_3,POTEB
ENSG00000233918.1_5,AC128676.1
ENSG00000233919.1_7,AC009743.1
ENSG00000233920.2_8,AL162595.2
ENSG00000233921.2_4,RPS15AP40
ENSG00000233922.3_5,LINC01694
ENSG00000233924.1_4,RPSAP13
ENSG00000233926.1_6,AL591368.1
ENSG00000233927.5_3,RPS28
ENSG00000233928.6_6,AL591501.1
ENSG00000233929.1_4,MT1XP1
ENSG00000233930.4_6,KRTAP5-AS1
ENSG00000233932.6_8,CTXN2
ENSG00000233933.2_5,AL135924.1
ENSG00000233934.2_4,RPL21P38
ENSG00000233936.1_7,AL390778.2
ENSG00000233937.7_7,AC008443.1
ENSG00000233939.1_2,RPL27AP4
ENSG00000233940.1_4,RPL12P45
ENSG00000233941.1_7,AL356859.1
ENSG00000233942.1_3,AC004012.1
ENSG00000233943.1_2,AC114973.1
ENSG00000233944.1_4,LINC00265-3P
ENSG00000233945.2_8,LINC02650
ENSG00000233946.2_4,RPS29P4
ENSG00000233947.1_5,ASS1P3
ENSG00000233951.3_4,RCC2P3
ENSG00000233952.1_4,FTLP15
ENSG00000233953.1_5,AC009970.1
ENSG00000233954.6_2,UQCRHL
ENSG00000233955.1_4,AHCYP3
ENSG00000233956.1_4,BTF3P6
ENSG00000233960.1_7,AC079763.1
ENSG00000233961.1,ENSG00000233961.1
ENSG00000233962.1_7,AC064862.2
ENSG00000233963.2_6,ATP8A2P3
ENSG00000233966.1_2,UBE2SP1
ENSG00000233967.7_6,AL359715.1
ENSG00000233968.7_7,AL157895.1
ENSG00000233969.2_6,AC004946.1
ENSG00000233970.1_6,AC092159.3
ENSG00000233971.1_4,RPS20P10
ENSG00000233973.7_5,LINC01360
ENSG00000233974.3_5,AC138951.1
ENSG00000233975.1_7,LINC02574
ENSG00000233977.1_6,AC099681.3
ENSG00000233978.1_7,LINC02590
ENSG00000233979.1_5,RPL22P21
ENSG00000233980.1_4,FDPSP2
ENSG00000233981.1_6,AL022396.1
ENSG00000233983.2_5,AL365220.1
ENSG00000233984.1_4,RPSAP14
ENSG00000233985.2_5,LINC01681
ENSG00000233987.2_3,AC106706.1
ENSG00000233990.1_5,AL353754.1
ENSG00000233993.1_7,DTD1-AS1
ENSG00000233994.2_4,GDI2P2
ENSG00000233995.1_5,AP000547.1
ENSG00000233996.1_6,KDM3AP1
ENSG00000233997.5_5,LINC01425
ENSG00000233998.1_4,SETP5
ENSG00000233999.3_2,IGKV3OR2-268
ENSG00000234001.1_5,AC000111.1
ENSG00000234003.1_5,MTATP6P27
ENSG00000234004.4_5,AC092017.2
ENSG00000234005.3_4,GAPDHP22
ENSG00000234006.1_6,DDX39B-AS1
ENSG00000234007.1,ENSG00000234007.1
ENSG00000234008.5_2,PPP1R2P2
ENSG00000234009.1_4,RPL5P34
ENSG00000234015.1_7,LINC02530
ENSG00000234016.1_4,GNG10P1
ENSG00000234017.1_5,AC022018.1
ENSG00000234019.1_7,AL591212.1
ENSG00000234020.1_5,CHIAP3
ENSG00000234021.1_6,AL596451.1
ENSG00000234022.1_5,AC008278.2
ENSG00000234025.1_4,RBPMS2P1
ENSG00000234026.1_7,AL157834.2
ENSG00000234028.3_6,EIF2AK3-DT
ENSG00000234030.1_4,TMEM97P1
ENSG00000234031.1_5,RPS3AP44
ENSG00000234033.1_4,RAC1P8
ENSG00000234034.1_7,AP000959.1
ENSG00000234036.4_4,TXNP6
ENSG00000234037.1,ENSG00000234037.1
ENSG00000234039.2_4,NDUFA5P7
ENSG00000234040.3_4,RPL10P12
ENSG00000234041.1_6,AL512326.3
ENSG00000234042.1_5,AL591438.2
ENSG00000234043.3_4,NUDT9P1
ENSG00000234044.1_6,AC108059.3
ENSG00000234047.1,ENSG00000234047.1
ENSG00000234048.1_4,FAM96AP1
ENSG00000234050.1_7,Z95624.1
ENSG00000234052.2_6,LINC01673
ENSG00000234055.1_6,AL158151.2
ENSG00000234056.2_6,LINC00463
ENSG00000234059.1_5,CASKP1
ENSG00000234060.1_4,EDDM3CP
ENSG00000234061.1_5,AC007969.2
ENSG00000234062.8_7,AL390879.1
ENSG00000234064.1_4,PRAMEF29P
ENSG00000234065.2_4,MTND4P26
ENSG00000234066.1_4,TAS2R62P
ENSG00000234067.1_4,RPL5P10
ENSG00000234068.7_5,PAGE2
ENSG00000234069.1_4,GAPDHP53
ENSG00000234070.1_7,SPATA17-AS1
ENSG00000234071.1_5,AC010099.3
ENSG00000234072.1_6,AC074117.1
ENSG00000234073.1_2,AC011816.1
ENSG00000234075.1_5,RPL35AP
ENSG00000234076.1_6,TPRG1-AS1
ENSG00000234080.3_5,AL596275.1
ENSG00000234081.1_4,ELOCP10
ENSG00000234083.1_6,AJ006995.1
ENSG00000234084.1_6,AL049552.1
ENSG00000234085.1_5,AC064862.3
ENSG00000234087.1_6,AL356299.1
ENSG00000234088.1_4,RPS15AP7
ENSG00000234089.2_7,AC099654.1
ENSG00000234091.1_6,AL157392.2
ENSG00000234093.3_4,RPS15AP11
ENSG00000234099.1_5,MTND4P11
ENSG00000234102.1_4,KRT19P4
ENSG00000234104.1_6,AL133465.1
ENSG00000234105.1_7,AC009468.2
ENSG00000234106.3_5,SRP14P2
ENSG00000234107.1_4,TPT1P1
ENSG00000234108.1_5,AL596276.2
ENSG00000234109.1_4,RPL7P36
ENSG00000234110.1_4,TSPY25P
ENSG00000234111.6_6,LINC02433
ENSG00000234112.2_5,AC099066.3
ENSG00000234115.2_5,AL138878.2
ENSG00000234116.1_7,AL606534.4
ENSG00000234117.2_6,AL445224.1
ENSG00000234118.1_2,RPL13AP6
ENSG00000234119.1_3,METAP2P1
ENSG00000234120.1_6,AF228730.2
ENSG00000234121.1_4,GPM6BP3
ENSG00000234122.1_2,TRBV22OR9-2
ENSG00000234123.1_4,RHBDF1P1
ENSG00000234124.6_3,CSN1S2AP
ENSG00000234125.5_4,EEF1GP8
ENSG00000234127.9_8,TRIM26
ENSG00000234129.8_7,AC073529.1
ENSG00000234130.2_5,AL359263.1
ENSG00000234131.1_4,ELOCP8
ENSG00000234132.2_6,AL358473.2
ENSG00000234134.1_8,AL158835.3
ENSG00000234135.2_4,RPL23AP83
ENSG00000234136.1_6,AC055764.1
ENSG00000234138.1,ENSG00000234138.1
ENSG00000234139.4_8,AL035420.1
ENSG00000234141.1_7,AC006042.4
ENSG00000234142.2_6,LINC01675
ENSG00000234143.1_2,UGT1A13P
ENSG00000234144.1_4,COX6CP13
ENSG00000234145.1_4,NAP1L4P3
ENSG00000234146.1_4,AKAP8P1
ENSG00000234147.1_7,AL035446.1
ENSG00000234148.3_5,LINC01961
ENSG00000234149.1_8,AC018511.2
ENSG00000234152.1_4,ELOBP1
ENSG00000234155.1_7,LINC02535
ENSG00000234156.3_8,AL162254.1
ENSG00000234158.1_4,RPEP2
ENSG00000234159.1_3,RBPMSLP
ENSG00000234160.1_6,AL513165.1
ENSG00000234161.1_7,PABPC5-AS1
ENSG00000234162.3_8,AC009505.1
ENSG00000234163.1_4,MTND4LP11
ENSG00000234166.1_6,ARHGEF19-AS1
ENSG00000234167.1_4,ELOBP4
ENSG00000234168.2_5,LINC01039
ENSG00000234169.1_6,LINC01868
ENSG00000234170.6_8,LINC02645
ENSG00000234171.3_6,RNASEH1-AS1
ENSG00000234172.1_3,AC093639.1
ENSG00000234173.1_7,AL353784.1
ENSG00000234174.1_7,AC016683.1
ENSG00000234175.1_5,AL355355.2
ENSG00000234176.1_4,HSPA8P1
ENSG00000234177.5_7,LINC01114
ENSG00000234178.1_5,DEFA11P
ENSG00000234179.1_4,MTCYBP1
ENSG00000234181.1_6,AL353795.2
ENSG00000234182.2_6,AL731533.1
ENSG00000234183.1_6,LINC01952
ENSG00000234184.6_5,LINC01781
ENSG00000234185.2_7,AC068533.3
ENSG00000234186.3_8,C16orf82
ENSG00000234187.1_4,AIMP1P1
ENSG00000234189.1_2,AC099799.1
ENSG00000234190.1_6,AC241644.2
ENSG00000234191.1_8,LINC01283
ENSG00000234192.1_4,RPS26P38
ENSG00000234193.1_7,ACSL3-AS1
ENSG00000234197.1_6,ETV5-AS1
ENSG00000234199.3_7,LINC01191
ENSG00000234200.2_6,AC243591.1
ENSG00000234201.1_4,BMI1P1
ENSG00000234202.2_6,H3P3
ENSG00000234203.1_7,AC004771.2
ENSG00000234204.1_4,PIGPP2
ENSG00000234206.5_7,AL121957.1
ENSG00000234207.1_5,LINC01830
ENSG00000234208.1_8,AC005529.1
ENSG00000234210.1_6,AC006372.3
ENSG00000234211.2_7,AL451067.1
ENSG00000234213.1_4,FHP1
ENSG00000234214.3,ENSG00000234214.3
ENSG00000234215.3_8,CT66
ENSG00000234217.2_4,RBPJP7
ENSG00000234219.1_4,CDCA4P4
ENSG00000234222.6_8,LIX1L-AS1
ENSG00000234223.2_4,AC003988.1
ENSG00000234224.3_3,TMEM229A
ENSG00000234225.2_7,AC244394.2
ENSG00000234226.5_4,NDUFS5P2
ENSG00000234227.1_4,RPL7L1P1
ENSG00000234228.1_2,NCLP2
ENSG00000234229.8_6,LINC01505
ENSG00000234230.1_7,ZFX-AS1
ENSG00000234231.4_5,ANAPC1P4
ENSG00000234233.1_7,KCNH1-IT1
ENSG00000234234.1_4,MTCO2P8
ENSG00000234235.1_7,BOK-AS1
ENSG00000234238.2_6,AC022498.1
ENSG00000234239.1_4,CFL1P8
ENSG00000234241.1_5,AL109618.1
ENSG00000234244.2_6,AL512641.1
ENSG00000234247.1_6,DNAJB6P6
ENSG00000234252.1,ENSG00000234252.1
ENSG00000234253.1_4,RPL7P13
ENSG00000234255.9_10,AC012370.2
ENSG00000234256.2_4,PTCD2P2
ENSG00000234257.1_4,SOD2P1
ENSG00000234259.3_5,AC008550.1
ENSG00000234261.4_8,AL138720.1
ENSG00000234262.1_6,AL356867.1
ENSG00000234263.2_8,MAP3K5-AS1
ENSG00000234264.1_6,DEPDC1-AS1
ENSG00000234265.2_6,LINC01723
ENSG00000234267.3_4,TULP3P1
ENSG00000234268.1_5,AP000936.3
ENSG00000234269.2_6,AL365396.1
ENSG00000234270.1_4,RPL36P20
ENSG00000234271.1_5,Z98752.2
ENSG00000234272.1_4,RPL30P2
ENSG00000234273.1_4,AC073071.1
ENSG00000234274.1_2,COX7BP2
ENSG00000234275.4_6,AC017053.1
ENSG00000234276.1_4,SDR42E1P3
ENSG00000234277.3_6,LINC01641
ENSG00000234278.3_3,PRR20E
ENSG00000234279.2_5,LINC01937
ENSG00000234281.5_6,LANCL1-AS1
ENSG00000234282.1_5,AL109809.2
ENSG00000234283.1_6,LINC01731
ENSG00000234284.7_7,ZNF879
ENSG00000234285.1_4,GAPDHP49
ENSG00000234286.1_7,AC006026.3
ENSG00000234287.1_5,AC099560.2
ENSG00000234288.2_3,OR1AA1P
ENSG00000234289.6_4,H2BS1
ENSG00000234290.2_7,AC116366.1
ENSG00000234292.3_6,AC123595.1
ENSG00000234293.1_6,BACH1-IT3
ENSG00000234296.1_6,AL390961.1
ENSG00000234297.2_5,PSIP1P1
ENSG00000234300.1_7,LINC00229
ENSG00000234303.3_7,CLYBL-AS1
ENSG00000234304.2_6,SGO1P2
ENSG00000234306.1_7,AL583859.1
ENSG00000234308.3_5,LINC01878
ENSG00000234309.1_4,SLC25A18P1
ENSG00000234311.1_7,AL451069.3
ENSG00000234312.1_4,SAPCD2P4
ENSG00000234315.1_4,OSTCP5
ENSG00000234318.1_6,AC099794.1
ENSG00000234319.1_2,RPS12P2
ENSG00000234320.1,ENSG00000234320.1
ENSG00000234322.1_4,ST13P18
ENSG00000234323.7_7,LINC01505
ENSG00000234324.1_4,RPL9P2
ENSG00000234325.1_4,MRPS10P2
ENSG00000234327.8_7,ZNF232-AS1
ENSG00000234329.1_5,AL604028.2
ENSG00000234332.1_5,BCAS2P2
ENSG00000234333.2_4,CYCSP53
ENSG00000234335.1_4,RPS4XP11
ENSG00000234336.7_6,JAZF1-AS1
ENSG00000234337.4_5,AC026462.1
ENSG00000234338.1_5,AC073349.2
ENSG00000234340.1_5,AP000705.2
ENSG00000234344.1,ENSG00000234344.1
ENSG00000234345.2_6,AC234782.4
ENSG00000234349.1_4,GLUD1P9
ENSG00000234350.5_9,AC007405.1
ENSG00000234352.9_8,AC009264.1
ENSG00000234353.2_6,AP000346.2
ENSG00000234354.3_4,RPS26P47
ENSG00000234355.3_2,FTH1P27
ENSG00000234356.1_5,AC009945.1
ENSG00000234358.1_6,AC003080.1
ENSG00000234359.3_4,ELK1P1
ENSG00000234360.1_5,AL135790.2
ENSG00000234361.1_7,AL391863.2
ENSG00000234362.6_6,LINC01914
ENSG00000234363.1_4,PPIAP27
ENSG00000234367.1,PFN1P3
ENSG00000234369.1_4,TATDN1P1
ENSG00000234371.6_4,RPSAP31
ENSG00000234373.1_5,SNX18P7
ENSG00000234375.1,ENSG00000234375.1
ENSG00000234376.4_2,UBTFL2
ENSG00000234377.7_7,OBI1-AS1
ENSG00000234378.1_8,AC098828.3
ENSG00000234379.1_4,HMGB1P48
ENSG00000234380.2_7,LINC01426
ENSG00000234381.1,MED15P7
ENSG00000234382.2_5,AL513174.1
ENSG00000234383.1_4,CTBP2P8
ENSG00000234384.1_5,LINC01049
ENSG00000234385.1_4,RCC2P1
ENSG00000234386.4_2,OR7E162P
ENSG00000234387.1_7,AC073188.5
ENSG00000234388.2_4,TXNP3
ENSG00000234389.1_7,AC007278.1
ENSG00000234390.4_6,USP27X-AS1
ENSG00000234391.1_5,AL606490.6
ENSG00000234393.1_8,AL592546.1
ENSG00000234394.8_7,AL353608.3
ENSG00000234396.3_6,AL590822.1
ENSG00000234397.3_5,PPIAP34
ENSG00000234398.1_2,AC134915.1
ENSG00000234399.1_6,RBMY2XP
ENSG00000234402.1_5,ELK2BP
ENSG00000234404.2_4,SPRYD7P1
ENSG00000234405.2_6,Z69733.1
ENSG00000234406.1_6,AC004129.2
ENSG00000234409.7_4,CCDC188
ENSG00000234413.1_6,MPV17L2P1
ENSG00000234414.7_5,RBMY1A1
ENSG00000234415.1_4,RPL5P7
ENSG00000234416.1,ENSG00000234416.1
ENSG00000234418.2_6,AC015983.2
ENSG00000234419.1_4,CICP13
ENSG00000234420.7_5,ZNF37BP
ENSG00000234421.2_4,SLC25A5P4
ENSG00000234422.1_4,UBE2WP1
ENSG00000234423.2_7,LINC01250
ENSG00000234424.2_5,AL353743.4
ENSG00000234425.1_6,AL138930.1
ENSG00000234426.3_7,AL139042.1
ENSG00000234427.1_7,AL022724.1
ENSG00000234428.2_6,AC023051.1
ENSG00000234429.1_2,ANKRD11P1
ENSG00000234430.1,ENSG00000234430.1
ENSG00000234431.2_7,AC007283.1
ENSG00000234432.4_6,AC092171.3
ENSG00000234435.3_5,LINC01432
ENSG00000234436.1_6,AC245884.2
ENSG00000234438.4_3,KBTBD13
ENSG00000234439.1_2,KRT18P2
ENSG00000234441.1_5,AC105272.1
ENSG00000234442.4_7,BX276092.5
ENSG00000234444.10_4,ZNF736
ENSG00000234445.1_6,FGF14-AS1
ENSG00000234446.3_3,AC068489.1
ENSG00000234448.1_5,AL606490.7
ENSG00000234450.1_5,AC005534.2
ENSG00000234451.1_5,BX005266.3
ENSG00000234452.5_6,SLC16A12-AS1
ENSG00000234455.1_4,AC067960.1
ENSG00000234456.8_8,MAGI2-AS3
ENSG00000234457.1_6,AC006960.1
ENSG00000234458.4_4,OR7E130P
ENSG00000234459.1_7,AC002064.2
ENSG00000234460.2_5,AL772337.3
ENSG00000234463.1_4,COX6CP12
ENSG00000234464.2_6,AL356010.2
ENSG00000234465.11_3,PINLYP
ENSG00000234466.1_5,AL590240.2
ENSG00000234467.1_4,SLC25A1P2
ENSG00000234469.4_3,CLDN34
ENSG00000234471.1_8,AC147651.3
ENSG00000234473.1_4,ZNF101P2
ENSG00000234474.3_7,MIR3663HG
ENSG00000234476.3_9,LINC02765
ENSG00000234477.1_6,AC004231.1
ENSG00000234478.1_6,ACBD3-AS1
ENSG00000234479.2_5,AP1B1P1
ENSG00000234480.1_4,MTCO2P18
ENSG00000234481.2_7,AC117945.1
ENSG00000234484.1_6,AL032821.1
ENSG00000234485.5_2,OR7E46P
ENSG00000234488.1_5,RPL27P6
ENSG00000234489.1_4,ALDH7A1P4
ENSG00000234491.1_4,HNRNPA1P51
ENSG00000234492.4_5,RPL34-DT
ENSG00000234493.4_4,RHOXF1P1
ENSG00000234494.7_8,SP2-AS1
ENSG00000234496.2_4,MRPS21P1
ENSG00000234497.5_6,ERICH3-AS1
ENSG00000234498.3_4,RPL13AP20
ENSG00000234500.1_5,AC008267.3
ENSG00000234502.2_5,FYTTD1P1
ENSG00000234503.1_7,AP000550.2
ENSG00000234504.2_8,AL353801.2
ENSG00000234506.5_6,LINC01506
ENSG00000234509.1_4,AP000253.1
ENSG00000234511.10_6,C5orf58
ENSG00000234512.1_4,TLR12P
ENSG00000234513.1_6,AC073072.2
ENSG00000234515.1_2,PPP1R2P1
ENSG00000234518.2_5,PTGES3P1
ENSG00000234519.2_6,AL109924.3
ENSG00000234520.6_7,AC018464.1
ENSG00000234521.2_7,AC005041.2
ENSG00000234522.1_5,AC073587.1
ENSG00000234523.1_4,NDUFB1P2
ENSG00000234524.1_4,RPL12P43
ENSG00000234527.1_6,PCDH9-AS1
ENSG00000234529.2_4,GAPDHP19
ENSG00000234534.1_4,CSNK1G2P1
ENSG00000234535.1_6,AL161719.1
ENSG00000234537.1_5,AL354751.1
ENSG00000234538.1_4,ZNF114P1
ENSG00000234540.1_6,AL080313.1
ENSG00000234541.2_2,CHEK2P5
ENSG00000234542.1_6,AL357127.1
ENSG00000234544.2_4,PTGES3P5
ENSG00000234545.8_5,FAM133B
ENSG00000234546.4_5,LNCTAM34A
ENSG00000234548.7_6,LINC02020
ENSG00000234551.2_5,LINC01309
ENSG00000234553.1_8,AC022431.1
ENSG00000234556.1_6,LINC00701
ENSG00000234557.2_5,PPIAP90
ENSG00000234558.1_4,API5P1
